"UNICODE" "codeLoc" "LATITUDE" "LONGITUDE" "recentinsp" "not_sprayed" "probability" "uncertainty" "time"
"1.10.38.883" "1.10.38" -16.40791809 -71.50505188 "2017-01-03" 0 0.0148829554922777 0.104386218463605 2
"1.10.38.899" "1.10.38" -16.40732486 -71.50330685 "2017-01-11" 0 0.0147650817226378 0.100318659718732 2
"1.10.38.521" "1.10.38" -16.40897286 -71.50858085 "2017-04-07" 0 0.0147154507480305 0.102599174402187 2
"1.10.38.902" "1.10.38" -16.40752041 -71.5033924 "2017-01-11" 0 0.0147154230894548 0.103421216401201 2
"1.10.38.895" "1.10.38" -16.40746185 -71.50417363 "2017-01-10" 0 0.0147135641032449 0.102709786683437 2
"1.10.38.886" "1.10.38" -16.40769027 -71.50522432 "2017-01-05" 0 0.0146927536793668 0.103512488108749 2
"1.10.38.913" "1.10.38" -16.40783332 -71.50434987 "2017-01-10" 0 0.0146298611617473 0.103600232419568 2
"1.10.38.901" "1.10.38" -16.40749133 -71.50333468 "2017-01-11" 0 0.0140690546248493 0.100670903890963 2
"1.10.38.887" "1.10.38" -16.40766347 -71.50510668 "2017-01-05" 0 0.0139064907411683 0.100582356407781 2
"1.10.38.521A" "1.10.38" -16.40894575 -71.50859112 "2017-04-07" 0 0.0139049036571835 0.099311324170945 2
"1.10.38.889" "1.10.38" -16.40762309 -71.5049606 "2017-01-06" 0 0.0132907711744631 0.0978898930457327 2
"1.10.38.885" "1.10.38" -16.40777076 -71.50515055 "2017-01-05" 0 0.013154984712485 0.0977304850950158 2
"1.10.38.891" "1.10.38" -16.40754108 -71.50470546 "2017-01-02" 0 0.0130490354267354 0.093371350130212 2
"1.10.38.884" "1.10.38" -16.40782582 -71.50511458 "2017-01-05" 0 0.0124770576503164 0.0950490374405244 2
"1.10.38.890" "1.10.38" -16.40759981 -71.50482535 "2017-01-06" 0 0.012235829849634 0.0928332087126278 2
"1.10.38.888" "1.10.38" -16.407648 -71.50504542 "2017-01-16" 0 0.0120694819805281 0.0931437949577902 2
"1.10.38.898" "1.10.38" -16.40718789 -71.50336552 "2019-04-17" 0 0.00577731731760752 0.147978369993677 0
"1.10.38.638" "1.10.38" -16.40988223 -71.50588775 "2019-04-22" 1 0.00474845782607661 0.145072005771402 0
"1.10.38.578" "1.10.38" -16.40968679 -71.50764394 "2019-04-23" 0 0.00381938960395706 0.13144211067975 0
"1.10.38.712" "1.10.38" -16.40895766 -71.50401126 "2019-04-16" 1 0.00345418778550727 0.122059644120984 0
"1.10.38.513" "1.10.38" -16.40975826 -71.5082796 "2019-04-22" 1 0.00336366187894724 0.121306294434281 0
"1.10.38.490" "1.10.38" -16.40865818 -71.50869271 "2019-04-16" 0 0.00334852584965461 0.122133266278622 0
"1.10.38.916" "1.10.38" -16.40796966 -71.50475748 "2019-04-17" 1 0.00321646510800947 0.119474779732239 0
"1.10.38.522" "1.10.38" -16.40889668 -71.5086356 "2019-04-16" 1 0.00319999057932576 0.117813880296815 0
"1.10.38.714" "1.10.38" -16.40881015 -71.50374877 "2019-04-16" 0 0.0030252628023385 0.115370051639765 0
"1.10.38.589" "1.10.38" -16.40873686 -71.50802796 "2019-04-23" 1 0.00296251191245129 0.112306590487016 0
"1.10.38.892" "1.10.38" -16.40753411 -71.50459127 "2019-04-22" 0 0.00295268820727137 0.105705287494574 0
"1.10.38.588" "1.10.38" -16.4087928 -71.507991 "2019-04-23" 0 0.00281030972212196 0.110464742213243 0
"1.10.38.881" "1.10.38" -16.40807362 -71.50494531 "2019-04-17" 0 0.00268322309709859 0.109810600122983 0
"1.10.38.882" "1.10.38" -16.40797902 -71.50498367 "2019-04-22" 0 0.00240347455110465 0.10348054451584 0
"1.10.38.590" "1.10.38" -16.40868634 -71.50805795 "2019-04-23" 0 0.00236804960868377 0.100569265395656 0
"1.10.38.915" "1.10.38" -16.40791728 -71.50459937 "2019-04-22" 0 0.00189644686911031 0.090831471219543 0
